SEXUA,IZENA,ABIZENA,ADINA,ADIN TARTEA,ESKARMENTUA,ALTUERA,MASA,MAILA,ESTILOA,PRESA
Gizona,PEDRO,CRUZ,32.0,Gaztea,0.0,193.0,71.14,Hasiberria,Estatikoa,Sloper
Gizona,JAVIER,HIDALGO,24.0,Gaztea,3.0,191.0,87.06,Erdikoa,Estatikoa,Crimp
Gizona,DAVID,HERRERO,53.0,Heldua,4.0,187.0,75.2,Erdikoa,Dinamikoa,Crimp
Emakumea,MARIA JOSEFA,VARGAS,46.0,Heldua,8.0,174.0,78.47,Elitea,Dinamikoa,Volume
Emakumea,AINHOA,CABRERA,27.0,Gaztea,5.0,160.0,68.75,Erdikoa,Estatikoa,Pocket
Gizona,JAVIER,SANCHEZ,16.0,Nerabea,2.0,182.0,55.74,Erdikoa,Nahasia,Jug
Gizona,DANIEL,CABRERA,17.0,Nerabea,3.0,174.0,55.76,Erdikoa,Estatikoa,Edge
Emakumea,NURIA,IGLESIAS,32.0,Gaztea,22.0,176.0,72.13,Aurreratua,Dinamikoa,Pocket
Gizona,JOSE MIGUEL,TORRES,38.0,Heldua,3.0,188.0,77.63,Aurreratua,Estatikoa,Crimp
Gizona,FRANCISCO JAVIER,CRUZ,20.0,Nerabea,2.0,171.0,65.54,Erdikoa,Estatikoa,Pinch
Emakumea,MARIA ISABEL,JIMENEZ,32.0,Gaztea,9.0,166.0,73.23,Aurreratua,Nahasia,Jug
Gizona,JORGE,VELASCO,29.0,Gaztea,5.0,190.0,74.17,Erdikoa,Dinamikoa,Sloper
Gizona,FRANCISCO,MENDEZ,25.0,Gaztea,7.0,181.0,89.93,Profesionala,Dinamikoa,Jug
Gizona,ANGEL,PEÑA,30.0,Gaztea,19.0,176.0,72.03,Profesionala,Dinamikoa,Pocket
Gizona,MIKEL,ROMAN,38.0,Heldua,0.0,179.0,78.69,Hasiberria,Estatikoa,Sloper
Emakumea,RAQUEL,VARGAS,32.0,Gaztea,23.0,163.0,65.77,Aurreratua,Estatikoa,Jug
Emakumea,LEIRE,GOMEZ,54.0,Heldua,4.0,164.0,73.54,Erdikoa,Dinamikoa,Crimp
Emakumea,IRENE,MEDINA,16.0,Nerabea,4.0,166.0,58.64,Erdikoa,Dinamikoa,Crimp
Gizona,ASIER,CORTES,20.0,Nerabea,2.0,167.0,72.52,Erdikoa,Estatikoa,Volume
Emakumea,ALICIA,NUÑEZ,44.0,Heldua,7.0,156.0,66.13,Profesionala,Nahasia,Sloper
Gizona,FRANCISCO JAVIER,GUERRERO,31.0,Gaztea,9.0,181.0,89.82,Erdikoa,Dinamikoa,Mono
Gizona,JUAN CARLOS,MONTERO,21.0,Gaztea,1.0,182.0,65.91,Hasiberria,Dinamikoa,Edge
Emakumea,YOLANDA,ARIAS,16.0,Nerabea,6.0,169.0,51.57,Aurreratua,Dinamikoa,Sloper
Gizona,GORKA,LORENZO,21.0,Gaztea,4.0,181.0,74.25,Aurreratua,Dinamikoa,Crimp
Emakumea,MARIA TERESA,BLANCO,21.0,Gaztea,1.0,169.0,69.45,Erdikoa,Estatikoa,Jug
Gizona,JOSE IGNACIO,MARIN,50.0,Heldua,5.0,174.0,89.88,Erdikoa,Dinamikoa,Mono
Gizona,MIKEL,NUÑEZ,14.0,Nerabea,6.0,180.0,65.31,Aurreratua,Nahasia,Crack
Emakumea,MARIA JOSE,CRESPO,18.0,Nerabea,9.0,166.0,54.92,Erdikoa,Nahasia,Crack
Gizona,ANTONIO,RIVERA,47.0,Heldua,0.0,179.0,77.38,Erdikoa,Nahasia,Pocket
Gizona,EMILIO,HERNANDEZ,30.0,Gaztea,7.0,184.0,68.03,Profesionala,Estatikoa,Crimp
Gizona,IÑIGO,ROJAS,16.0,Nerabea,5.0,164.0,67.76,Erdikoa,Dinamikoa,Edge
Gizona,SANTIAGO,CRUZ,21.0,Gaztea,2.0,194.0,61.03,Aurreratua,Dinamikoa,Jug
Gizona,FRANCISCO JAVIER,FLORES,29.0,Gaztea,4.0,171.0,84.28,Erdikoa,Estatikoa,Jug
Gizona,LUIS,BENITEZ,26.0,Gaztea,1.0,178.0,78.68,Hasiberria,Nahasia,Mono
Gizona,DANIEL,SANTIAGO,39.0,Heldua,6.0,167.0,79.58,Profesionala,Nahasia,Crimp
Emakumea,MARIA PILAR,CARRASCO,49.0,Heldua,0.0,161.0,75.65,Hasiberria,Dinamikoa,Volume
Emakumea,MARIA ANGELES,IGLESIAS,23.0,Gaztea,17.0,154.0,73.25,Aurreratua,Estatikoa,Sloper
Emakumea,SARA,ROJAS,16.0,Nerabea,3.0,162.0,59.5,Erdikoa,Estatikoa,Volume
Gizona,FRANCISCO,DOMINGUEZ,28.0,Gaztea,6.0,172.0,82.58,Elitea,Dinamikoa,Crack
Gizona,MIKEL,RUIZ,49.0,Heldua,8.0,170.0,77.74,Profesionala,Dinamikoa,Crimp
Gizona,PABLO,DIAZ,20.0,Nerabea,5.0,166.0,66.92,Aurreratua,Nahasia,Volume
Gizona,JUAN,CAMPOS,17.0,Nerabea,3.0,168.0,65.11,Erdikoa,Dinamikoa,Crack
Gizona,MIGUEL ANGEL,CABRERA,50.0,Heldua,1.0,174.0,82.87,Hasiberria,Nahasia,Jug
Emakumea,MARIA TERESA,HIDALGO,42.0,Heldua,6.0,152.0,79.29,Profesionala,Nahasia,Crimp
Gizona,ANGEL,LORENZO,32.0,Gaztea,17.0,178.0,71.55,Aurreratua,Dinamikoa,Pinch
Gizona,JUAN CARLOS,DURAN,24.0,Gaztea,8.0,182.0,72.0,Elitea,Estatikoa,Sloper
Gizona,JAVIER,RUBIO,18.0,Nerabea,7.0,176.0,61.15,Erdikoa,Dinamikoa,Sloper
Emakumea,MARIA,RODRIGUEZ,27.0,Gaztea,0.0,174.0,71.65,Hasiberria,Estatikoa,Sloper
Emakumea,CRISTINA,LORENZO,19.0,Nerabea,8.0,166.0,60.79,Aurreratua,Nahasia,Crimp
Gizona,DANIEL,GOMEZ,34.0,Gaztea,0.0,195.0,78.52,Erdikoa,Dinamikoa,Crimp
Gizona,JUAN ANTONIO,CABRERA,41.0,Heldua,3.0,175.0,82.08,Aurreratua,Estatikoa,Pinch
Gizona,SERGIO,GUERRERO,15.0,Nerabea,1.0,174.0,56.85,Hasiberria,Dinamikoa,Mono
Emakumea,DOLORES,CRESPO,32.0,Gaztea,0.0,166.0,69.42,Hasiberria,Estatikoa,Jug
Gizona,ANTONIO,ROMERO,18.0,Nerabea,14.0,180.0,67.28,Aurreratua,Estatikoa,Sloper
Gizona,MIKEL,PASTOR,35.0,Gaztea,6.0,160.0,66.13,Aurreratua,Nahasia,Jug
Gizona,MARKEL,MORENO,42.0,Heldua,10.0,177.0,75.61,Aurreratua,Estatikoa,Crimp
Gizona,PEDRO,MOLINA,41.0,Heldua,7.0,177.0,77.07,Elitea,Estatikoa,Jug
Gizona,MANUEL,DOMINGUEZ,42.0,Heldua,35.0,178.0,81.12,Aurreratua,Estatikoa,Sloper
Emakumea,MARIA TERESA,RAMOS,16.0,Nerabea,0.0,151.0,57.25,Hasiberria,Estatikoa,Jug
Emakumea,SARA,ORTEGA,24.0,Gaztea,0.0,160.0,69.35,Hasiberria,Estatikoa,Jug
Gizona,ANDER,HERRERA,39.0,Heldua,3.0,177.0,78.01,Erdikoa,Nahasia,Sloper
Emakumea,MARIA CARMEN,MARQUEZ,15.0,Nerabea,6.0,163.0,62.17,Aurreratua,Estatikoa,Pinch
Gizona,RAMON,GARRIDO,47.0,Heldua,8.0,175.0,75.9,Aurreratua,Dinamikoa,Jug
Emakumea,MERCEDES,CRUZ,49.0,Heldua,3.0,171.0,79.79,Erdikoa,Estatikoa,Volume
Gizona,PEDRO,ROJAS,24.0,Gaztea,2.0,162.0,72.06,Aurreratua,Dinamikoa,Pinch
Emakumea,ANE,RUBIO,18.0,Nerabea,15.0,168.0,50.11,Erdikoa,Nahasia,Mono
Emakumea,ROSA MARIA,SOLER,31.0,Gaztea,6.0,165.0,56.11,Profesionala,Nahasia,Pinch
Gizona,GORKA,MARTIN,34.0,Gaztea,7.0,162.0,75.88,Aurreratua,Estatikoa,Mono
Gizona,OSCAR,PEREZ,28.0,Gaztea,1.0,172.0,78.39,Hasiberria,Estatikoa,Pinch
Gizona,DAVID,PASCUAL,27.0,Gaztea,6.0,180.0,87.27,Aurreratua,Dinamikoa,Crack
Emakumea,ANA MARIA,ALONSO,16.0,Nerabea,4.0,159.0,62.58,Erdikoa,Estatikoa,Jug
Emakumea,ROCIO,MORALES,30.0,Gaztea,3.0,167.0,61.29,Erdikoa,Nahasia,Sloper
Gizona,JESUS,ARIAS,29.0,Gaztea,2.0,187.0,78.05,Erdikoa,Dinamikoa,Pinch
Gizona,ANTONIO,GUTIERREZ,49.0,Heldua,30.0,176.0,84.03,Aurreratua,Estatikoa,Sloper
Gizona,FERNANDO,PEREZ,16.0,Nerabea,1.0,174.0,60.94,Hasiberria,Estatikoa,Pocket
Gizona,JORGE,CABRERA,27.0,Gaztea,5.0,179.0,63.88,Erdikoa,Estatikoa,Edge
Gizona,LUIS,NUÑEZ,36.0,Heldua,5.0,167.0,73.11,Aurreratua,Dinamikoa,Pinch
Emakumea,LUCIA,CORTES,14.0,Nerabea,3.0,160.0,74.8,Aurreratua,Nahasia,Crimp
Gizona,ALFONSO,GIMENEZ,23.0,Gaztea,1.0,175.0,67.13,Erdikoa,Dinamikoa,Jug
Emakumea,ELENA,VEGA,15.0,Nerabea,7.0,158.0,59.53,Profesionala,Dinamikoa,Sloper
Gizona,OIER,MORENO,27.0,Gaztea,2.0,179.0,74.21,Erdikoa,Estatikoa,Jug
Gizona,ALBERTO,VELASCO,26.0,Gaztea,10.0,179.0,68.9,Aurreratua,Nahasia,Crimp
Emakumea,ANGELA,VARGAS,15.0,Nerabea,0.0,163.0,57.02,Erdikoa,Nahasia,Jug
Emakumea,MARIA,DIAZ,30.0,Gaztea,8.0,164.0,74.19,Profesionala,Nahasia,Sloper
Emakumea,IRATI,VEGA,15.0,Nerabea,4.0,163.0,55.35,Profesionala,Nahasia,Jug
Gizona,JUAN JOSE,RIVERA,37.0,Heldua,9.0,190.0,71.78,Aurreratua,Nahasia,Crimp
Emakumea,IRATXE,SANCHEZ,28.0,Gaztea,10.0,164.0,75.99,Erdikoa,Nahasia,Jug
Gizona,ENEKO,LEON,34.0,Gaztea,2.0,169.0,74.87,Erdikoa,Dinamikoa,Crimp
Gizona,IGNACIO,MENDEZ,54.0,Heldua,28.0,170.0,73.27,Erdikoa,Dinamikoa,Edge
Gizona,DANIEL,MOLINA,19.0,Nerabea,3.0,171.0,65.56,Aurreratua,Nahasia,Mono
Gizona,OSCAR,GUTIERREZ,18.0,Nerabea,14.0,166.0,74.38,Aurreratua,Dinamikoa,Pinch
Gizona,JULEN,PRIETO,28.0,Gaztea,1.0,172.0,83.17,Erdikoa,Nahasia,Pocket
Gizona,JOSE MANUEL,DIAZ,51.0,Heldua,2.0,184.0,79.93,Aurreratua,Nahasia,Jug
Emakumea,MARIA,NUÑEZ,25.0,Gaztea,2.0,164.0,80.94,Erdikoa,Nahasia,Crimp
Gizona,JULEN,CAMPOS,25.0,Gaztea,0.0,178.0,82.87,Hasiberria,Estatikoa,Pocket
Gizona,PEDRO,HIDALGO,51.0,Heldua,8.0,174.0,80.59,Aurreratua,Estatikoa,Edge
Gizona,JAVIER,MARQUEZ,33.0,Gaztea,3.0,180.0,83.34,Aurreratua,Nahasia,Edge
Gizona,FRANCISCO,SANTOS,17.0,Nerabea,7.0,167.0,65.51,Elitea,Estatikoa,Pinch
Gizona,ASIER,SAEZ,20.0,Nerabea,7.0,160.0,56.48,Aurreratua,Dinamikoa,Sloper
Gizona,VICENTE,MEDINA,48.0,Heldua,3.0,175.0,79.35,Erdikoa,Dinamikoa,Volume
Emakumea,LAURA,DURAN,27.0,Gaztea,6.0,166.0,67.47,Aurreratua,Nahasia,Mono
Gizona,GORKA,SANTOS,17.0,Nerabea,2.0,168.0,64.49,Erdikoa,Dinamikoa,Mono
Gizona,RAFAEL,MARTIN,37.0,Heldua,9.0,179.0,79.94,Aurreratua,Nahasia,Pinch
Gizona,ANGEL,CASTRO,25.0,Gaztea,7.0,172.0,73.91,Aurreratua,Nahasia,Crimp
Gizona,CARLOS,GARRIDO,42.0,Heldua,10.0,176.0,75.97,Aurreratua,Estatikoa,Pinch
Emakumea,AINARA,SAEZ,17.0,Nerabea,6.0,164.0,65.08,Aurreratua,Estatikoa,Sloper
Emakumea,IZASKUN,NUÑEZ,15.0,Nerabea,11.0,158.0,63.4,Profesionala,Estatikoa,Edge
Gizona,JAVIER,SUAREZ,20.0,Nerabea,3.0,170.0,78.4,Profesionala,Nahasia,Jug
Emakumea,ELENA,SANTANA,33.0,Gaztea,1.0,173.0,78.91,Hasiberria,Nahasia,Sloper
Emakumea,SARA,MOLINA,34.0,Gaztea,4.0,180.0,66.45,Aurreratua,Nahasia,Sloper
Gizona,JESUS,SAEZ,54.0,Heldua,4.0,160.0,75.77,Erdikoa,Estatikoa,Pocket
Emakumea,BEGOÑA,CASTRO,23.0,Gaztea,6.0,168.0,68.37,Aurreratua,Nahasia,Sloper
Gizona,FRANCISCO JAVIER,MOLINA,30.0,Gaztea,9.0,171.0,77.75,Aurreratua,Dinamikoa,Sloper
Emakumea,MARIA ANGELES,IBAÑEZ,14.0,Nerabea,2.0,161.0,59.58,Erdikoa,Dinamikoa,Crimp
Gizona,GORKA,HIDALGO,33.0,Gaztea,2.0,190.0,72.66,Erdikoa,Estatikoa,Edge
Emakumea,ANA ISABEL,FERNANDEZ,35.0,Gaztea,16.0,160.0,71.25,Aurreratua,Estatikoa,Pinch
Gizona,XABIER,MORENO,33.0,Gaztea,4.0,160.0,78.21,Aurreratua,Nahasia,Sloper
Emakumea,ANA,NUÑEZ,25.0,Gaztea,3.0,159.0,81.16,Aurreratua,Dinamikoa,Jug
Emakumea,LEIRE,GOMEZ,55.0,Heldua,1.0,163.0,80.41,Hasiberria,Nahasia,Sloper
Gizona,ALFONSO,LORENZO,32.0,Gaztea,27.0,170.0,89.09,Profesionala,Estatikoa,Edge
Emakumea,SUSANA,LORENZO,16.0,Nerabea,2.0,152.0,63.7,Aurreratua,Nahasia,Mono
Gizona,ROBERTO,CARMONA,21.0,Gaztea,4.0,189.0,65.45,Erdikoa,Estatikoa,Jug
Gizona,RAFAEL,MARQUEZ,15.0,Nerabea,6.0,176.0,69.17,Aurreratua,Dinamikoa,Crimp
Gizona,JOSE LUIS,JIMENEZ,32.0,Gaztea,3.0,182.0,76.45,Aurreratua,Dinamikoa,Pinch
Gizona,RAMON,ROMAN,15.0,Nerabea,1.0,176.0,72.18,Erdikoa,Nahasia,Edge
Emakumea,LUCIA,FERNANDEZ,21.0,Gaztea,4.0,160.0,81.61,Aurreratua,Nahasia,Sloper
Gizona,JOSE MARIA,SUAREZ,48.0,Heldua,10.0,170.0,76.99,Aurreratua,Estatikoa,Sloper
Emakumea,SONIA,ROMERO,35.0,Gaztea,4.0,166.0,71.01,Erdikoa,Dinamikoa,Jug
Emakumea,MARIA PILAR,CARMONA,23.0,Gaztea,1.0,164.0,71.88,Hasiberria,Nahasia,Pocket
Gizona,DIEGO,ROJAS,21.0,Gaztea,5.0,165.0,67.06,Profesionala,Nahasia,Volume
Gizona,CARLOS,MEDINA,16.0,Nerabea,4.0,166.0,79.06,Aurreratua,Estatikoa,Pinch
Emakumea,MARIA LUISA,GALLEGO,18.0,Nerabea,3.0,146.0,62.87,Aurreratua,Estatikoa,Pocket
Gizona,ALBERTO,CABRERA,21.0,Gaztea,3.0,178.0,85.1,Aurreratua,Nahasia,Pinch
Gizona,PABLO,VEGA,50.0,Heldua,10.0,190.0,76.56,Aurreratua,Nahasia,Mono
Gizona,JOSE MANUEL,SOTO,19.0,Nerabea,1.0,179.0,50.47,Erdikoa,Nahasia,Edge
Emakumea,MARIA,RAMOS,32.0,Gaztea,4.0,160.0,75.34,Aurreratua,Estatikoa,Edge
Gizona,ALVARO,FLORES,24.0,Gaztea,7.0,195.0,71.12,Aurreratua,Nahasia,Edge
Gizona,PEDRO,VELASCO,25.0,Gaztea,6.0,188.0,88.56,Elitea,Nahasia,Edge
Gizona,DANIEL,PASTOR,38.0,Heldua,4.0,186.0,79.28,Aurreratua,Dinamikoa,Pocket
Emakumea,LAURA,NUÑEZ,35.0,Gaztea,1.0,162.0,63.36,Hasiberria,Estatikoa,Crack
Emakumea,MARIA DOLORES,RAMIREZ,26.0,Gaztea,4.0,166.0,63.76,Erdikoa,Nahasia,Volume
Gizona,ALVARO,MUÑOZ,23.0,Gaztea,8.0,177.0,66.31,Profesionala,Estatikoa,Edge
Emakumea,MARIA BEGOÑA,GALLEGO,27.0,Gaztea,4.0,170.0,81.95,Erdikoa,Estatikoa,Pinch
Emakumea,ANA ISABEL,SAEZ,34.0,Gaztea,7.0,165.0,66.86,Erdikoa,Nahasia,Edge
Gizona,JOAQUIN,MOLINA,22.0,Gaztea,0.0,166.0,81.92,Hasiberria,Nahasia,Crack
Emakumea,ROCIO,FLORES,17.0,Nerabea,7.0,151.0,49.28,Elitea,Estatikoa,Pinch
Gizona,FRANCISCO,GALLARDO,21.0,Gaztea,10.0,190.0,70.36,Aurreratua,Dinamikoa,Crack
Gizona,SANTIAGO,AGUILAR,30.0,Gaztea,1.0,181.0,86.63,Hasiberria,Nahasia,Crimp
Gizona,JORGE,CALVO,15.0,Nerabea,0.0,173.0,62.84,Hasiberria,Dinamikoa,Pinch
Gizona,RAMON,MUÑOZ,14.0,Nerabea,1.0,167.0,64.8,Erdikoa,Nahasia,Crimp
Gizona,DAVID,SERRANO,52.0,Heldua,2.0,175.0,79.08,Aurreratua,Dinamikoa,Jug
Emakumea,PAULA,FUENTES,22.0,Gaztea,5.0,160.0,70.56,Erdikoa,Nahasia,Pinch
Emakumea,ISABEL,GOMEZ,21.0,Gaztea,3.0,163.0,81.53,Aurreratua,Dinamikoa,Sloper
Emakumea,PILAR,IGLESIAS,31.0,Gaztea,5.0,160.0,83.31,Aurreratua,Estatikoa,Edge
Gizona,MIGUEL,GUERRERO,20.0,Nerabea,9.0,175.0,61.86,Profesionala,Estatikoa,Pinch
Emakumea,ANA,GARRIDO,17.0,Nerabea,3.0,167.0,61.73,Erdikoa,Nahasia,Pinch
Gizona,LUIS,RUIZ,32.0,Gaztea,10.0,193.0,73.04,Aurreratua,Estatikoa,Crimp
Emakumea,MARTA,PARRA,23.0,Gaztea,5.0,170.0,67.17,Erdikoa,Nahasia,Sloper
Emakumea,MARIA NIEVES,RIVERA,25.0,Gaztea,3.0,180.0,84.27,Erdikoa,Dinamikoa,Jug
Emakumea,ANA,GIMENEZ,21.0,Gaztea,10.0,173.0,72.98,Aurreratua,Estatikoa,Mono
Gizona,FERNANDO,FUENTES,25.0,Gaztea,9.0,164.0,66.23,Profesionala,Estatikoa,Crimp
Emakumea,MARIA LLANOS,RAMOS,20.0,Nerabea,8.0,159.0,69.61,Elitea,Estatikoa,Crimp
Gizona,PEDRO,MORA,26.0,Gaztea,6.0,191.0,87.16,Profesionala,Dinamikoa,Pinch
Emakumea,ANGELA,RUIZ,29.0,Gaztea,5.0,167.0,68.82,Erdikoa,Estatikoa,Crack
Emakumea,ISABEL,RAMOS,15.0,Nerabea,4.0,168.0,63.3,Aurreratua,Dinamikoa,Edge
Emakumea,SUSANA,VARGAS,47.0,Heldua,7.0,169.0,73.19,Erdikoa,Estatikoa,Sloper
Emakumea,ISABEL,MARQUEZ,16.0,Nerabea,2.0,162.0,48.1,Aurreratua,Dinamikoa,Pinch
Gizona,ASIER,GARRIDO,20.0,Nerabea,0.0,163.0,54.52,Hasiberria,Estatikoa,Mono
Emakumea,MARIA,CARRASCO,14.0,Nerabea,6.0,165.0,46.97,Erdikoa,Estatikoa,Edge
Gizona,ANGEL,DIEZ,17.0,Nerabea,9.0,169.0,70.93,Erdikoa,Dinamikoa,Pinch
Emakumea,ROSA MARIA,PASTOR,19.0,Nerabea,11.0,163.0,63.68,Profesionala,Nahasia,Pinch
Gizona,JUAN JOSE,GOMEZ,14.0,Nerabea,6.0,183.0,62.35,Aurreratua,Estatikoa,Pinch
Gizona,MIGUEL,CARMONA,54.0,Heldua,5.0,172.0,84.36,Aurreratua,Estatikoa,Mono
Emakumea,ANGELES,MEDINA,26.0,Gaztea,19.0,160.0,82.16,Aurreratua,Nahasia,Jug
Gizona,JOSE LUIS,BLANCO,18.0,Nerabea,0.0,162.0,58.95,Erdikoa,Estatikoa,Pinch
Gizona,JOSE,MUÑOZ,23.0,Gaztea,10.0,163.0,74.17,Profesionala,Estatikoa,Pinch
Gizona,FRANCISCO,AGUILAR,50.0,Heldua,5.0,176.0,78.73,Erdikoa,Estatikoa,Crimp
Emakumea,RAQUEL,GALLEGO,19.0,Nerabea,6.0,156.0,47.72,Aurreratua,Nahasia,Mono
Emakumea,LAURA,NAVARRO,51.0,Heldua,5.0,169.0,74.63,Profesionala,Estatikoa,Pocket
Emakumea,MARIA ANGELES,GONZALEZ,54.0,Heldua,7.0,163.0,65.93,Aurreratua,Nahasia,Crimp
Gizona,SERGIO,GALLARDO,55.0,Heldua,8.0,177.0,82.27,Aurreratua,Estatikoa,Mono
Emakumea,NURIA,GALLEGO,28.0,Gaztea,4.0,170.0,75.54,Aurreratua,Dinamikoa,Mono
Gizona,JESUS,DIAZ,17.0,Nerabea,11.0,185.0,63.03,Profesionala,Estatikoa,Crimp
Emakumea,ROSA,GALLEGO,21.0,Gaztea,10.0,169.0,69.15,Erdikoa,Estatikoa,Pinch
Gizona,ALFONSO,MORENO,53.0,Heldua,0.0,175.0,74.39,Hasiberria,Dinamikoa,Mono
Gizona,ANDRES,NAVARRO,44.0,Heldua,2.0,170.0,81.72,Aurreratua,Estatikoa,Mono
Gizona,ALFONSO,ORTIZ,19.0,Nerabea,9.0,166.0,69.14,Profesionala,Estatikoa,Jug
Emakumea,ROCIO,CARMONA,54.0,Heldua,20.0,172.0,78.43,Aurreratua,Nahasia,Edge
Gizona,LUIS,PARRA,15.0,Nerabea,6.0,174.0,53.02,Aurreratua,Nahasia,Sloper
Gizona,JAVIER,SANZ,48.0,Heldua,2.0,175.0,78.98,Erdikoa,Estatikoa,Sloper
Gizona,SERGIO,ROMERO,26.0,Gaztea,4.0,192.0,74.39,Aurreratua,Dinamikoa,Volume
Emakumea,CRISTINA,CASTRO,41.0,Heldua,2.0,170.0,82.97,Aurreratua,Nahasia,Edge
Emakumea,JUANA,GOMEZ,21.0,Gaztea,12.0,160.0,72.13,Aurreratua,Nahasia,Crimp
Gizona,JESUS,LORENZO,28.0,Gaztea,2.0,193.0,71.38,Aurreratua,Dinamikoa,Pinch
Gizona,GORKA,RIVERA,16.0,Nerabea,13.0,166.0,67.79,Aurreratua,Dinamikoa,Crimp
Emakumea,MARIA JOSEFA,SANTOS,38.0,Heldua,0.0,174.0,74.91,Hasiberria,Nahasia,Volume
Gizona,OIER,CASTRO,15.0,Nerabea,1.0,175.0,73.0,Hasiberria,Dinamikoa,Pocket
Emakumea,MARIA TERESA,GUERRERO,18.0,Nerabea,7.0,164.0,61.25,Elitea,Nahasia,Pinch
Gizona,JESUS,HERRERO,31.0,Gaztea,9.0,190.0,74.7,Aurreratua,Nahasia,Pinch
Gizona,MARKEL,VEGA,26.0,Gaztea,5.0,174.0,68.63,Erdikoa,Estatikoa,Crack
Emakumea,YOLANDA,HERNANDEZ,17.0,Nerabea,6.0,155.0,55.83,Erdikoa,Estatikoa,Edge
Emakumea,ELENA,CANO,34.0,Gaztea,10.0,161.0,63.04,Elitea,Estatikoa,Crack
Gizona,RAUL,FERRER,17.0,Nerabea,1.0,185.0,74.54,Erdikoa,Estatikoa,Mono
Gizona,JOSE MANUEL,SOTO,18.0,Nerabea,5.0,185.0,62.46,Erdikoa,Estatikoa,Crack
Gizona,FRANCISCO JAVIER,VICENTE,15.0,Nerabea,2.0,169.0,65.13,Profesionala,Dinamikoa,Sloper
Gizona,MIGUEL,MARQUEZ,34.0,Gaztea,4.0,193.0,89.92,Erdikoa,Nahasia,Sloper
Gizona,AITOR,SANTANA,27.0,Gaztea,1.0,179.0,70.06,Erdikoa,Nahasia,Pinch
Gizona,JOSE LUIS,CABRERA,31.0,Gaztea,6.0,183.0,76.6,Aurreratua,Dinamikoa,Crimp
Emakumea,LEIRE,GUERRERO,14.0,Nerabea,0.0,161.0,60.43,Hasiberria,Nahasia,Jug
Emakumea,MONICA,CANO,46.0,Heldua,37.0,172.0,70.35,Aurreratua,Estatikoa,Pinch
Gizona,JUAN JOSE,NAVARRO,17.0,Nerabea,9.0,172.0,53.89,Erdikoa,Estatikoa,Jug
Emakumea,IZASKUN,DURAN,29.0,Gaztea,5.0,167.0,80.63,Profesionala,Estatikoa,Sloper
Emakumea,PILAR,GIL,55.0,Heldua,8.0,161.0,81.75,Erdikoa,Nahasia,Sloper
Emakumea,AINHOA,RAMIREZ,43.0,Heldua,8.0,162.0,78.88,Aurreratua,Estatikoa,Jug
Gizona,LUIS,ORTEGA,27.0,Gaztea,10.0,185.0,79.77,Aurreratua,Dinamikoa,Sloper
Gizona,IGNACIO,CARMONA,28.0,Gaztea,5.0,185.0,72.77,Aurreratua,Nahasia,Edge
Gizona,JULIAN,CABALLERO,23.0,Gaztea,4.0,179.0,72.0,Erdikoa,Dinamikoa,Mono
Gizona,JOSE LUIS,AGUILAR,21.0,Gaztea,3.0,167.0,79.48,Erdikoa,Estatikoa,Jug
Gizona,JOSE,CRESPO,28.0,Gaztea,2.0,169.0,71.94,Aurreratua,Nahasia,Crimp
Gizona,FRANCISCO JOSE,MARTINEZ,18.0,Nerabea,13.0,167.0,61.15,Aurreratua,Nahasia,Crimp
Emakumea,SONIA,PRIETO,55.0,Heldua,3.0,161.0,77.19,Aurreratua,Nahasia,Pinch
Gizona,FRANCISCO,PASTOR,34.0,Gaztea,2.0,166.0,75.72,Aurreratua,Estatikoa,Edge
Gizona,DANIEL,BLANCO,18.0,Nerabea,1.0,168.0,70.0,Hasiberria,Dinamikoa,Pocket
Gizona,CARLOS,PARRA,17.0,Nerabea,12.0,179.0,55.29,Aurreratua,Estatikoa,Mono
Emakumea,RAQUEL,MORA,14.0,Nerabea,11.0,161.0,49.58,Erdikoa,Dinamikoa,Mono
Gizona,FERNANDO,MENDEZ,31.0,Gaztea,21.0,177.0,75.78,Elitea,Nahasia,Jug
Gizona,JUAN,CABALLERO,18.0,Nerabea,9.0,169.0,66.12,Profesionala,Estatikoa,Jug
Gizona,JOSE RAMON,CARRASCO,23.0,Gaztea,6.0,179.0,83.06,Elitea,Dinamikoa,Crimp
Emakumea,ANA BELEN,GIMENEZ,35.0,Gaztea,3.0,168.0,83.15,Erdikoa,Dinamikoa,Sloper
Gizona,MIKEL,DIEZ,35.0,Gaztea,1.0,195.0,74.53,Hasiberria,Estatikoa,Volume
Gizona,ROBERTO,TORRES,48.0,Heldua,8.0,179.0,84.45,Aurreratua,Estatikoa,Crimp
Emakumea,BEATRIZ,ALONSO,29.0,Gaztea,14.0,159.0,66.58,Aurreratua,Estatikoa,Crimp
Gizona,JOSE LUIS,GARCIA,17.0,Nerabea,0.0,180.0,63.25,Hasiberria,Dinamikoa,Crimp
Emakumea,ANGELA,PRIETO,15.0,Nerabea,7.0,166.0,53.76,Aurreratua,Nahasia,Pocket
Emakumea,LEIRE,LEON,18.0,Nerabea,9.0,145.0,59.34,Aurreratua,Estatikoa,Mono
Emakumea,MARTA,SUAREZ,16.0,Nerabea,7.0,167.0,59.49,Aurreratua,Estatikoa,Pinch
Emakumea,BEGOÑA,MONTERO,29.0,Gaztea,9.0,170.0,71.02,Aurreratua,Nahasia,Edge
